#Created by HistoryFileGenerator at Fri May 19 18:36:58 MSK 2017
#Parameters: O=../PLok/hs/h1.csv, N=1019, Q=20000, R=20, W=5
@1019
!HOT_RANGES/RECENT_TRACKING/1-20, 70-90/5
205140,10,203,205136,205140
205160,10,203,205156,205160
205180,712,916,205175,205180
205200,712,916,205195,205200
205220,551,698,205216,205220
205240,712,916,205235,205240
205260,10,203,205256,205260
205280,738,993,205276,205280
205300,10,203,205295,205300
205320,364,521,205315,205320
205340,712,916,205336,205340
205360,689,732,205356,205360
205380,712,916,205376,205380
205400,712,916,205395,205400
205420,10,203,205416,205420
205440,10,203,205435,205440
205460,10,203,205456,205460
205480,10,203,205476,205480
205500,712,916,205495,205500
205520,10,203,205516,205520
205540,10,203,205535,205540
205560,10,203,205556,205560
205580,10,203,205575,205580
205600,712,916,205596,205600
205620,10,203,205616,205620
205640,712,916,205635,205640
205660,10,203,205656,205660
205680,10,203,205676,205680
205700,10,203,205695,205700
205720,832,963,205716,205720
205740,10,203,205735,205740
205760,712,916,205756,205760
205780,344,996,205776,205780
205800,712,916,205795,205800
205820,356,892,205816,205820
205840,314,622,205835,205840
205860,712,916,205855,205860
205880,10,203,205875,205880
205900,369,919,205896,205900
205920,712,916,205915,205920
205940,10,203,205936,205940
205960,712,916,205955,205960
205980,10,203,205976,205980
206000,10,203,205996,206000
206020,341,449,206015,206020
206040,712,916,206036,206040
206060,10,203,206055,206060
206080,712,916,206075,206080
206100,712,916,206096,206100
206120,712,916,206115,206120
206140,302,832,206135,206140
206160,738,882,206155,206160
206180,712,916,206175,206180
206200,10,203,206195,206200
206220,381,979,206216,206220
206240,712,916,206236,206240
206260,10,203,206256,206260
206280,712,916,206276,206280
206300,712,916,206296,206300
206320,892,935,206315,206320
206340,712,916,206336,206340
206360,10,203,206355,206360
206380,10,203,206376,206380
206400,712,916,206396,206400
206420,712,916,206416,206420
206440,712,916,206435,206440
206460,798,973,206455,206460
206480,712,916,206476,206480
206500,190,410,206495,206500
206520,712,916,206516,206520
206540,10,203,206536,206540
206560,556,942,206556,206560
206580,712,916,206576,206580
206600,712,916,206595,206600
206620,712,916,206616,206620
206640,712,916,206636,206640
206660,10,203,206656,206660
206680,10,203,206675,206680
206700,712,916,206695,206700
206720,530,972,206715,206720
206740,10,203,206736,206740
206760,10,203,206755,206760
206780,712,916,206775,206780
206800,10,203,206795,206800
206820,572,966,206815,206820
206840,601,756,206835,206840
206860,10,203,206855,206860
206880,712,916,206875,206880
206900,354,859,206896,206900
206920,10,203,206916,206920
206940,379,615,206936,206940
206960,404,695,206955,206960
206980,712,916,206976,206980
207000,712,916,206996,207000
207020,10,203,207015,207020
207040,10,203,207035,207040
207060,10,203,207056,207060
207080,712,916,207075,207080
207100,712,916,207096,207100
207120,712,916,207116,207120
207140,10,203,207136,207140
207160,712,916,207156,207160
207180,10,203,207175,207180
207200,10,203,207196,207200
207220,10,203,207216,207220
207240,712,916,207236,207240
207260,217,716,207255,207260
207280,10,203,207275,207280
207300,712,916,207296,207300
207320,469,723,207316,207320
207340,10,203,207335,207340
207360,712,916,207355,207360
207380,712,916,207375,207380
207400,712,916,207395,207400
207420,712,916,207416,207420
207440,712,916,207436,207440
207460,10,203,207456,207460
207480,712,916,207476,207480
207500,10,203,207495,207500
207520,712,916,207515,207520
207540,10,203,207535,207540
207560,712,916,207555,207560
207580,712,916,207575,207580
207600,712,916,207595,207600
207620,712,916,207616,207620
207640,712,916,207635,207640
207660,712,916,207655,207660
207680,712,916,207676,207680
207700,739,1000,207696,207700
207720,712,916,207715,207720
207740,712,916,207735,207740
207760,240,984,207755,207760
207780,712,916,207775,207780
207800,739,740,207796,207800
207820,10,203,207816,207820
207840,10,203,207835,207840
207860,712,916,207855,207860
207880,10,203,207876,207880
207900,10,203,207895,207900
207920,10,203,207915,207920
207940,10,203,207935,207940
207960,10,203,207956,207960
207980,712,916,207975,207980
208000,10,203,207995,208000
208020,10,203,208015,208020
208040,10,203,208036,208040
208060,10,203,208055,208060
208080,712,916,208075,208080
208100,712,916,208095,208100
208120,712,916,208116,208120
208140,10,203,208136,208140
208160,755,761,208155,208160
208180,712,916,208175,208180
208200,712,916,208196,208200
208220,10,203,208216,208220
208240,10,203,208236,208240
208260,712,916,208255,208260
208280,712,916,208276,208280
208300,712,916,208296,208300
208320,712,916,208315,208320
208340,712,916,208336,208340
208360,10,203,208356,208360
208380,10,203,208375,208380
208400,712,916,208396,208400
208420,712,916,208415,208420
208440,10,203,208436,208440
208460,712,916,208456,208460
208480,712,916,208476,208480
208500,501,622,208496,208500
208520,712,916,208515,208520
208540,10,203,208535,208540
208560,712,916,208555,208560
208580,712,916,208575,208580
208600,949,998,208595,208600
208620,712,916,208615,208620
208640,10,203,208636,208640
208660,10,203,208655,208660
208680,15,510,208676,208680
208700,712,916,208695,208700
208720,10,203,208715,208720
208740,712,916,208735,208740
208760,435,536,208755,208760
208780,10,203,208776,208780
208800,712,916,208795,208800
208820,10,203,208815,208820
208840,712,916,208835,208840
208860,10,203,208856,208860
208880,10,203,208876,208880
208900,712,916,208896,208900
208920,590,919,208915,208920
208940,712,916,208936,208940
208960,712,916,208956,208960
208980,557,616,208976,208980
209000,10,203,208996,209000
209020,10,203,209016,209020
209040,712,916,209035,209040
209060,571,788,209056,209060
209080,931,978,209076,209080
209100,288,834,209096,209100
209120,10,203,209116,209120
209140,10,273,209135,209140
209160,712,916,209156,209160
209180,648,991,209176,209180
209200,10,203,209196,209200
209220,712,916,209215,209220
209240,10,203,209236,209240
209260,712,916,209255,209260
209280,712,916,209275,209280
209300,209,271,209295,209300
209320,712,916,209315,209320
209340,712,916,209335,209340
209360,10,203,209356,209360
209380,712,916,209376,209380
209400,712,916,209396,209400
209420,10,203,209415,209420
209440,712,916,209436,209440
209460,712,916,209456,209460
209480,10,203,209476,209480
209500,10,203,209495,209500
209520,712,916,209516,209520
209540,712,916,209536,209540
209560,485,487,209555,209560
209580,712,916,209575,209580
209600,712,916,209596,209600
209620,10,203,209616,209620
209640,712,916,209636,209640
209660,10,203,209656,209660
209680,10,203,209676,209680
209700,712,916,209696,209700
209720,10,203,209715,209720
209740,712,916,209736,209740
209760,10,203,209756,209760
209780,712,916,209776,209780
209800,10,203,209795,209800
209820,712,916,209816,209820
209840,712,916,209835,209840
209860,10,203,209856,209860
209880,10,203,209875,209880
209900,10,203,209895,209900
209920,10,203,209916,209920
209940,10,203,209936,209940
209960,712,916,209955,209960
209980,10,203,209976,209980
210000,712,916,209996,210000
210020,10,203,210016,210020
210040,937,988,210035,210040
210060,712,916,210056,210060
210080,10,203,210075,210080
210100,10,203,210096,210100
210120,712,916,210116,210120
210140,712,916,210136,210140
210160,10,203,210156,210160
210180,10,203,210175,210180
210200,712,916,210195,210200
210220,712,916,210215,210220
210240,10,203,210236,210240
210260,712,916,210255,210260
210280,103,325,210275,210280
210300,10,203,210296,210300
210320,712,916,210316,210320
210340,712,916,210336,210340
210360,563,1010,210356,210360
210380,712,916,210376,210380
210400,712,916,210396,210400
210420,712,916,210416,210420
210440,712,916,210435,210440
210460,712,916,210455,210460
210480,10,203,210476,210480
210500,10,203,210495,210500
210520,712,916,210516,210520
210540,10,203,210536,210540
210560,10,203,210556,210560
210580,10,203,210576,210580
210600,10,203,210596,210600
210620,10,203,210616,210620
210640,10,203,210636,210640
210660,10,203,210655,210660
210680,10,203,210676,210680
210700,10,203,210695,210700
210720,533,631,210716,210720
210740,947,995,210736,210740
210760,712,916,210755,210760
210780,10,203,210775,210780
210800,452,794,210795,210800
210820,712,916,210816,210820
210840,712,916,210836,210840
210860,98,113,210855,210860
210880,190,237,210875,210880
210900,122,701,210896,210900
210920,712,916,210916,210920
210940,725,938,210936,210940
210960,712,916,210955,210960
210980,712,916,210975,210980
211000,712,916,210995,211000
211020,977,1013,211016,211020
211040,10,203,211035,211040
211060,227,943,211055,211060
211080,10,203,211075,211080
211100,10,203,211096,211100
211120,985,996,211115,211120
211140,10,203,211135,211140
211160,10,203,211156,211160
211180,10,203,211176,211180
211200,712,916,211196,211200
211220,712,916,211216,211220
211240,10,203,211236,211240
211260,712,916,211256,211260
211280,10,203,211276,211280
211300,712,916,211295,211300
211320,712,916,211315,211320
211340,10,203,211335,211340
211360,10,203,211356,211360
211380,10,203,211375,211380
211400,712,916,211395,211400
211420,712,916,211416,211420
211440,10,203,211436,211440
211460,10,203,211456,211460
211480,712,916,211475,211480
211500,10,203,211496,211500
211520,10,203,211515,211520
211540,712,916,211535,211540
211560,712,916,211555,211560
211580,10,203,211576,211580
211600,10,203,211595,211600
211620,10,203,211615,211620
211640,712,916,211635,211640
211660,10,203,211656,211660
211680,712,916,211675,211680
211700,712,916,211696,211700
211720,712,916,211716,211720
211740,10,203,211736,211740
211760,10,203,211755,211760
211780,10,203,211776,211780
211800,10,203,211796,211800
211820,10,203,211816,211820
211840,712,916,211836,211840
211860,10,203,211856,211860
211880,10,203,211876,211880
211900,10,203,211896,211900
211920,10,203,211916,211920
211940,10,203,211936,211940
211960,10,203,211955,211960
211980,10,203,211976,211980
212000,712,916,211996,212000
212020,712,916,212016,212020
212040,712,916,212036,212040
212060,10,203,212055,212060
212080,712,916,212076,212080
212100,10,203,212095,212100
212120,10,203,212116,212120
212140,10,203,212135,212140
212160,10,203,212155,212160
212180,10,203,212175,212180
212200,712,916,212196,212200
212220,10,203,212216,212220
212240,712,916,212235,212240
212260,712,916,212255,212260
212280,712,916,212276,212280
212300,10,203,212296,212300
212320,10,203,212315,212320
212340,10,203,212335,212340
212360,712,916,212356,212360
212380,712,916,212375,212380
212400,798,948,212396,212400
212420,10,203,212415,212420
212440,712,916,212436,212440
212460,712,916,212455,212460
212480,712,916,212475,212480
212500,10,203,212495,212500
212520,453,949,212515,212520
212540,91,595,212535,212540
212560,10,203,212555,212560
212580,10,203,212576,212580
212600,10,203,212595,212600
212620,10,203,212615,212620
212640,712,916,212636,212640
212660,10,203,212656,212660
212680,712,916,212676,212680
212700,712,916,212695,212700
212720,712,916,212716,212720
212740,712,916,212736,212740
212760,569,877,212756,212760
212780,712,916,212776,212780
212800,65,227,212796,212800
212820,10,203,212816,212820
212840,10,203,212836,212840
212860,712,916,212856,212860
212880,10,203,212875,212880
212900,10,203,212896,212900
212920,712,916,212916,212920
212940,10,203,212935,212940
212960,830,893,212955,212960
212980,712,916,212975,212980
213000,10,203,212995,213000
213020,712,916,213016,213020
213040,10,203,213036,213040
213060,79,306,213056,213060
213080,10,203,213075,213080
213100,712,916,213096,213100
213120,712,916,213115,213120
213140,10,203,213135,213140
213160,10,203,213155,213160
213180,10,203,213175,213180
213200,10,203,213195,213200
213220,464,735,213215,213220
213240,712,916,213236,213240
213260,10,203,213255,213260
213280,10,203,213275,213280
213300,712,916,213296,213300
213320,712,916,213315,213320
213340,10,203,213335,213340
213360,712,916,213356,213360
213380,712,916,213376,213380
213400,10,203,213395,213400
213420,712,916,213415,213420
213440,712,916,213435,213440
213460,712,916,213456,213460
213480,712,916,213476,213480
213500,712,916,213496,213500
213520,10,203,213516,213520
213540,327,891,213535,213540
213560,10,203,213556,213560
213580,10,203,213576,213580
213600,712,916,213595,213600
213620,10,203,213616,213620
213640,712,916,213636,213640
213660,712,916,213656,213660
213680,712,916,213676,213680
213700,10,203,213695,213700
213720,712,916,213716,213720
213740,712,916,213735,213740
213760,10,203,213756,213760
213780,712,916,213775,213780
213800,712,916,213796,213800
213820,10,203,213815,213820
213840,774,803,213835,213840
213860,712,916,213855,213860
213880,712,916,213876,213880
213900,2,507,213895,213900
213920,172,308,213916,213920
213940,684,787,213935,213940
213960,10,203,213955,213960
213980,712,916,213975,213980
214000,10,203,213996,214000
214020,10,203,214016,214020
214040,712,916,214036,214040
214060,10,203,214056,214060
214080,712,916,214075,214080
214100,712,916,214095,214100
214120,10,203,214116,214120
214140,558,645,214135,214140
214160,712,916,214155,214160
214180,712,916,214176,214180
214200,10,203,214196,214200
214220,10,203,214216,214220
214240,625,741,214235,214240
214260,10,203,214256,214260
214280,712,916,214276,214280
214300,10,203,214295,214300
214320,10,203,214315,214320
214340,10,203,214336,214340
214360,402,436,214356,214360
214380,10,203,214375,214380
214400,114,786,214396,214400
214420,10,203,214415,214420
214440,712,916,214435,214440
214460,606,813,214455,214460
214480,755,848,214476,214480
214500,10,203,214495,214500
214520,10,203,214515,214520
214540,10,203,214536,214540
214560,10,203,214555,214560
214580,10,203,214576,214580
214600,208,321,214595,214600
214620,712,916,214616,214620
214640,348,449,214636,214640
214660,712,916,214655,214660
214680,10,203,214675,214680
214700,10,203,214695,214700
214720,712,916,214715,214720
214740,648,909,214736,214740
214760,10,203,214756,214760
214780,712,916,214776,214780
214800,712,916,214795,214800
214820,10,203,214815,214820
214840,712,916,214835,214840
214860,712,916,214855,214860
214880,10,203,214875,214880
214900,712,916,214895,214900
214920,712,916,214915,214920
214940,907,996,214935,214940
214960,712,916,214955,214960
214980,712,916,214976,214980
215000,712,916,214996,215000
215020,712,916,215015,215020
215040,377,557,215036,215040
215060,645,730,215056,215060
215080,225,910,215076,215080
215100,712,916,215095,215100
215120,712,916,215116,215120
215140,712,916,215135,215140
215160,10,203,215156,215160
215180,712,916,215176,215180
215200,10,203,215195,215200
215220,712,916,215215,215220
215240,10,203,215236,215240
215260,484,645,215255,215260
215280,10,203,215275,215280
215300,712,916,215296,215300
